preferred_label,lookup_key,atc_link,atc4,atc4_candidates,atc_exact,atc_candidates,RXCUI,DDINTER,ddinter_similarity
Sotalolo Cloridrato,sotalolo,C07AA07,C07AA,C07AA,C07AA07,C07AA07,9947,,
Sotatercept,sotatercept,C02KC,,C02KC|C02KX,,C02KC|C02KX06,,,
Sotorasib,sotorasib,L01XX73,L01XX,L01XX,L01XX73,L01XX73,2550714,,
Sparsentan,sparsentan,C09XX01,C09XX,C09XX,C09XX01,C09XX01,2630535,,
Spesolimab,spesolimab,L04AC22,L04AC,L04AC,L04AC22,L04AC22,2610417,,
Spigelia Anthelmia,spigelia anthelmia,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Spiraea Ulmaria,spiraea ulmaria,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Spiramicina,spiramicina,J01FA02,J01FA,J01FA,J01FA02,J01FA02,9991,,
Spironolattone,spironolattone,C03DA01,C03DA,C03DA,C03DA01,C03DA01,9997,,
Spongia Tosta,spongia tosta,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Spore Di Bacillus Clausii Poliantibiotico Resistente,spore di bacillus clausii poliantibiotico resistente,A07FA,A07FA,A07FA,A07FA,A07FA,,,
Stannum Metallicum,stannum metallicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Staphylococcinum,staphylococcinum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Staphysagria,staphysagria,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Sticta Pulmonaria,sticta pulmonaria,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Stiripentolo,stiripentolo,N03AX17,N03AX,N03AX,N03AX17,N03AX17,2054968,DDInter1711,0.956522
Streptococcinum,streptococcinum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Streptozocina,streptozocina,L01AD04,L01AD,L01AD,L01AD04,L01AD04,10114,DDInter1714,0.960000
Strontium Carbonicum,strontium carbonicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Sucralfato,sucralfato,A02BX02,A02BX,A02BX,A02BX02,A02BX02,10156,,
Sufentanil Citrato,sufentanil,N01AH03,N01AH,N01AH,N01AH03,N01AH03,56795,DDInter1718,1.000000
Sugammadex,sugammadex,V03AB35,V03AB,V03AB,V03AB35,V03AB35,1726988,DDInter1719,1.000000
Sugammadex Sodium,sugammadex sodium,V03AB35,V03AB,V03AB,V03AB35,V03AB35,1726987,DDInter1719,1.000000
Sugemalimab,sugemalimab,L01FF11,L01FF,L01FF,L01FF11,L01FF11,,,
Sulfadiazina Argentica,sulfadiazina argentica,D06BA01,D06BA,D06BA,D06BA01,D06BA01,,,
Sulfasalazina,sulfasalazina,A07EC01,A07EC,A07EC,A07EC01,A07EC01,9524,,
Sulfur,sulfur,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Sulfur Iodatum,sulfur iodatum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Sulodexide,sulodexide,B01AB11,B01AB,B01AB,B01AB11,B01AB11,,,
Sulpiride,sulpiride,N05AL01,N05AL,N05AL,N05AL01,N05AL01,10239,,
Sulprostone,sulprostone,G02AD05,G02AD,G02AD,G02AD05,G02AD05,,,
Sultiame,sultiame,N03AX03,N03AX,N03AX,N03AX03,N03AX03,10240,,
Sumatriptan,sumatriptan,N02CC01,N02CC,N02CC,N02CC01,N02CC01,37418,DDInter1730,1.000000
Sunitinib,sunitinib,L01EX01,L01EX,L01EX,L01EX01,L01EX01,357977,DDInter1731,1.000000
Sunitinib Malato,sunitinib malato,L01EX01,L01EX,L01EX,L01EX01,L01EX01,616275,,
Susoctocog Alfa,susoctocog alfa,B02BD14,B02BD,B02BD,B02BD14,B02BD14,1592899,,
Sutimlimab,sutimlimab,L04AJ04,L04AJ,L04AJ,L04AJ04,L04AJ04,2591404,,
Suxamethonium,suxamethonium,M03AB01,M03AB,M03AB,M03AB01,M03AB01,10154,,
Symphytum Officinale,symphytum officinale,V03AX,,M02AX|V03AX,,V03AX|M02AX,,,
Tabacum,tabacum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tabelecleucel,tabelecleucel,L01XL09,L01XL,L01XL,L01XL09,L01XL09,1986438,,
Tacrolimus,tacrolimus,L04AD02,,D11AH|L04AD,,L04AD02|D11AH01,42316,DDInter1735,1.000000
Tadalafil,tadalafil,G04BE08,G04BE,G04BE,G04BE08,G04BE08,358263,DDInter1736,1.000000
Tafamidis,tafamidis,N07XX08,N07XX,N07XX,N07XX08,N07XX08,1545063,DDInter1737,1.000000
Tafasitamab,tafasitamab,L01FX12,L01FX,L01FX,L01FX12,L01FX12,2387211,DDInter1738,1.000000
Tafluprost,tafluprost,S01EE05,S01EE,S01EE,S01EE05,S01EE05,1244607,,
Tagraxofusp,tagraxofusp,L01XX67,L01XX,L01XX,L01XX67,L01XX67,2109055,DDInter1741,1.000000
Talazoparib,talazoparib,L01XK04,L01XK,L01XK,L01XK04,L01XK04,2099704,DDInter1742,1.000000
Talidomide,talidomide,L04AX02,L04AX,L04AX,L04AX02,L04AX02,10432,DDInter1789,0.952381
Talimogene Laherparepvec,talimogene laherparepvec,L01XX51,L01XX,L01XX,L01XX51,L01XX51,,DDInter1743,1.000000
Talquetamab,talquetamab,L01FX,L01FX,L01FX,L01FX,L01FX,2644447,,
Tamoxifene,tamoxifene,L02BA01,L02BA,L02BA,L02BA01,L02BA01,10324,,
Tamsulosin Cloridrato,tamsulosin,G04CA02,G04CA,G04CA,G04CA02,G04CA02,77492,DDInter1745,1.000000
Tamsulosina Cloridrato,tamsulosina,G04CA02,G04CA,G04CA,G04CA02,G04CA02,77492,DDInter1745,0.952381
Tapentadolo,tapentadolo,N02AX06,N02AX,N02AX,N02AX06,N02AX06,787390,DDInter1746,0.952381
Taraxacum Officinale,taraxacum officinale,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tartarus Stibiatus,tartarus stibiatus,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tasimelteon,tasimelteon,N05CH03,N05CH,N05CH,N05CH03,N05CH03,1490468,DDInter1747,1.000000
Tasonermina,tasonermina,L03AX11,L03AX,L03AX,L03AX11,L03AX11,283746,,
Tebentafusp,tebentafusp,L01XX75,L01XX,L01XX,L01XX75,L01XX75,2590743,,
Teclistamab,teclistamab,L01FX24,L01FX,L01FX,L01FX24,L01FX24,2619426,,
Tecnezio 99 Mtc Technegas,tecnezio 99 mtc technegas,V09EA02,V09EA,V09EA,V09EA02,V09EA02,,,
Tecovirimat,tecovirimat,J05AX24,J05AX,J05AX,J05AX24,J05AX24,2055104,,
Tedizolid Fosfato,tedizolid,J01XX11,J01XX,J01XX,J01XX11,J01XX11,1540825,DDInter1752,1.000000
Teduglutide,teduglutide,A16AX08,A16AX,A16AX,A16AX08,A16AX08,1364468,DDInter1753,1.000000
Tegomil Fumarato,tegomil,L04AX10,L04AX,L04AX,L04AX10,L04AX10,,,
Teicoplanina,teicoplanina,J01XA02,J01XA,J01XA,J01XA02,J01XA02,57021,,
Telmisartan,telmisartan,C09CA07,C09CA,C09CA,C09CA07,C09CA07,73494,DDInter1759,1.000000
Telotristat,telotristat,A16AX15,A16AX,A16AX,A16AX15,A16AX15,1872382,,
Temoporfin,temoporfin,L01XD05,L01XD,L01XD,L01XD05,L01XD05,115243,,
Temozolomide,temozolomide,L01AX03,L01AX,L01AX,L01AX03,L01AX03,37776,DDInter1762,1.000000
Temsirolimus,temsirolimus,L01EG01,L01EG,L01EG,L01EG01,L01EG01,657797,DDInter1763,1.000000
Tenecteplase,tenecteplase,B01AD11,B01AD,B01AD,B01AD11,B01AD11,259280,DDInter1764,1.000000
Tenofovir Alafenamide,tenofovir alafenamide,J05AF13,J05AF,J05AF,J05AF13,J05AF13,1721603,,
Tenofovir Disoproxil,tenofovir disoproxil,J05AF07,,J05AF|J05AR,,J05AF07|J05AR03|J05AR06|J05AR08|J05AR09|J05AR24,300195,,
Tenoxicam,tenoxicam,M01AC02,M01AC,M01AC,M01AC02,M01AC02,37790,,
Tepotinib,tepotinib,L01EX21,L01EX,L01EX,L01EX21,L01EX21,2477103,,
Teprotumumab,teprotumumab,L04AG13,L04AG,L04AG,L04AG13,L04AG13,2274803,DDInter1766,1.000000
Terazosina,terazosina,G04CA03,,C02CA|G04CA,,G04CA03|C02CA,37798,,
Terbinafina,terbinafina,D01BA02,,D01AE|D01BA,,D01BA02|D01AE15|D01AE,37801,,
Terbinafine Hydrochloride,terbinafine hydrochloride,D01AE15,D01AE,D01AE,D01AE15,D01AE15,235838,DDInter1768,1.000000
Terebinthina,terebinthina,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Teriflunomide,teriflunomide,L04AK02,,L04AA|L04AK,,L04AK02|L04AA31,1310520,DDInter1771,1.000000
Teriparatide,teriparatide,H05AA02,H05AA,H05AA,H05AA02,H05AA02,32915,DDInter1772,1.000000
Terlipressina,terlipressina,H01BA04,H01BA,H01BA,H01BA04,H01BA04,57048,,
Testosterone,testosterone,G03BA03,G03BA,G03BA,G03BA03,G03BA03,10379,DDInter1775,1.000000
Testosterone Enantato,testosterone enantato,G03BA03,G03BA,G03BA,G03BA03,G03BA03,10379,,
Testosterone Propionato,testosterone propionato,G03BA03,G03BA,G03BA,G03BA03,G03BA03,10382,,
Testosterone Undecanoato,testosterone undecanoato,G03BA03,G03BA,G03BA,G03BA03,G03BA03,37864,,
Tetrabenazina,tetrabenazina,N07XX06,N07XX,N07XX,N07XX06,N07XX06,10390,,
Tetraciclina Cloridrato,tetraciclina,J01AA07,J01AA,J01AA,J01AA07,J01AA07,10395,,
Tetraciclina Base,tetraciclina base,J01AA04,J01AA,J01AA,J01AA04,J01AA04,,,
Tetracosactide Esacetato,tetracosactide esacetato,H01AA02,H01AA,H01AA,H01AA02,H01AA02,2890,,
Tetrakis (2-Metossi-Isobutil-Isonitrile) Rame Tetrafluoroborato,tetrakis (2-metossi-isobutil-isonitrile) rame tetrafluoroborato,V09GA01,V09GA,V09GA,V09GA01,V09GA01,,,
Tetrakis(2-Metossi-2-Metilpropil-1 Isocianide)Rame(I),tetrakis(2-metossi-2-metilpropil-1 isocianide)rame(i),V09GA01,V09GA,V09GA,V09GA01,V09GA01,,,
Tetrametiltiuramdisolfuro,tetrametiltiuramdisolfuro,D08AX,D08AX,D08AX,D08AX,D08AX,,,
Tetrizolina Cloridrato,tetrizolina,S01GA02,S01GA,S01GA,S01GA02,S01GA02,37935,,
Tetrofosmina,tetrofosmina,V09GA02,V09GA,V09GA,V09GA02,V09GA02,,DDInter1786,0.956522
Teucrium Marum,teucrium marum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tezepelumab,tezepelumab,R03DX11,R03DX,R03DX,R03DX11,R03DX11,2587789,,
Thlaspi Bursa Pastoris,thlaspi bursa pastoris,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Thuya Lobii,thuya lobii,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Thuya Occidentalis,thuya occidentalis,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Thyroide,thyroide,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tiagabina,tiagabina,N03AG06,N03AG,N03AG,N03AG06,N03AG06,31914,,
Tiamazolo,tiamazolo,H03BB02,H03BB,H03BB,H03BB02,H03BB02,6835,,
Tiamfenicolo,tiamfenicolo,J01BA02,J01BA,J01BA,J01BA02,J01BA02,,,
Tiamfenicolo Glicinato Acetilcisteinato,tiamfenicolo glicinato acetilcisteinato,J01BA02,J01BA,J01BA,J01BA02,J01BA02,,,
Tiamina Cloridrato,tiamina,A11DA01,A11DA,A11DA,A11DA01,A11DA01,10454,,
Tiapride Cloridrato,tiapride,N05AL03,N05AL,N05AL,N05AL03,N05AL03,10588,,
Tibolone,tibolone,G03CX01,G03CX,G03CX,G03CX01,G03CX01,38260,,
Ticagrelor,ticagrelor,B01AC24,,B01AC|M04AA,,B01AC24|M04AA03,1116632,DDInter1802,1.000000
Ticlopidina Cloridrato,ticlopidina,B01AC05,B01AC,B01AC,B01AC05,B01AC05,10594,,
Tigeciclina,tigeciclina,J01AA12,J01AA,J01AA,J01AA12,J01AA12,384455,,
Tildrakizumab,tildrakizumab,L04AC17,L04AC,L04AC,L04AC17,L04AC17,2053436,DDInter1806,1.000000
Tilia Europaea,tilia europaea,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tilia Tomentosa,tilia tomentosa,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Timololo,timololo,S01ED01,,C07AA|S01ED,,S01ED01|C07AA06,10600,,
Timosina Alfa 1,timosina alfa,L03AX,L03AX,L03AX,L03AX,L03AX,,,
Tinidazolo,tinidazolo,P01AB02,P01AB,P01AB,P01AB02,P01AB02,10612,,
Tinzaparina Sodica,tinzaparina,B01AB10,B01AB,B01AB,B01AB10,B01AB10,69646,,
Tiocolchicoside,tiocolchicoside,M03BX05,,M02AX|M03BX,,M03BX05|M02AX10,38085,,
Tioconazole,tioconazole,D01AC07,D01AC,D01AC,D01AC07,D01AC07,38298,DDInter1813,1.000000
Tioconazolo,tioconazolo,D01AC07,D01AC,D01AC,D01AC07,D01AC07,38298,,
Tioguanina,tioguanina,L01BB03,L01BB,L01BB,L01BB03,L01BB03,10485,,
Tiotepa,tiotepa,L01AC01,L01AC,L01AC,L01AC01,L01AC01,10473,,
Tiotropio Bromuro,tiotropio,R03BB04,R03BB,R03BB,R03BB04,R03BB04,69120,,
Tipranavir,tipranavir,J05AE09,J05AE,J05AE,J05AE09,J05AE09,190548,DDInter1817,1.000000
Tiratricolo,tiratricolo,H03AA04,H03AA,H03AA,H03AA04,H03AA04,13982,,
Tirbanibulina,tirbanibulina,D06BX03,D06BX,D06BX,D06BX03,D06BX03,2471078,,
Tirofiban,tirofiban,B01AC17,B01AC,B01AC,B01AC17,B01AC17,73137,DDInter1818,1.000000
Tirotricina,tirotricina,R01AX10,,R01AX|R02AB,,R01AX10|R02AB02,10968,,
Tirotropina,tirotropina,V04CJ01,V04CJ,V04CJ,V04CJ01,V04CJ01,,,
Tirzepatide,tirzepatide,A10BX16,A10BX,A10BX,A10BX16,A10BX16,2601723,,
Tisagenlecleucel,tisagenlecleucel,L01XL04,L01XL,L01XL,L01XL04,L01XL04,1986438,DDInter1819,1.000000
Tislelizumab,tislelizumab,L01FF09,L01FF,L01FF,L01FF09,L01FF09,2677426,,
Tisotumab Vedotin,tisotumab vedotin,L01FX23,L01FX,L01FX,L01FX23,L01FX23,2571094,,
Tivozanib,tivozanib,L01EK03,L01EK,L01EK,L01EK03,L01EK03,2534233,DDInter1820,1.000000
Tizanidina,tizanidina,M03BX02,M03BX,M03BX,M03BX02,M03BX02,57258,,
Tobramicina,tobramicina,S01AA12,,J01GB|S01AA|S02AA,,S01AA12|J01GB01|S02AA,10627,,
Tocilizumab,tocilizumab,L04AC07,L04AC,L04AC,L04AC07,L04AC07,612865,DDInter1824,1.000000
Tocoferolo,tocoferolo,A11HA08,A11HA,A11HA,A11HA08,A11HA08,159151,,
Tocoferolo Acetato D-Alfa,tocoferolo d-alfa,A11HA03,A11HA,A11HA,A11HA03,A11HA03,,,
Tofacitinib,tofacitinib,L04AF01,L04AF,L04AF,L04AF01,L04AF01,1357536,DDInter1825,1.000000
Tofersen,tofersen,N07XX22,N07XX,N07XX,N07XX22,N07XX22,2634995,,
Tolcapone,tolcapone,N04BX01,N04BX,N04BX,N04BX01,N04BX01,72937,DDInter1829,1.000000
Tolterodina Tartrato,tolterodina,G04BD07,G04BD,G04BD,G04BD07,G04BD07,119565,,
Tolvaptan,tolvaptan,C03XA01,C03XA,C03XA,C03XA01,C03XA01,358257,DDInter1833,1.000000
Topiramato,topiramato,N03AX11,N03AX,N03AX,N03AX11,N03AX11,38404,,
Topotecan,topotecan,L01CE01,L01CE,L01CE,L01CE01,L01CE01,57308,DDInter1835,1.000000
Torasemide,torasemide,C03CA04,C03CA,C03CA,C03CA04,C03CA04,38413,DDInter1836,1.000000
Toremifene,toremifene,L02BA02,L02BA,L02BA,L02BA02,L02BA02,38409,DDInter1837,1.000000
Toripalimab,toripalimab,L01FF13,L01FF,L01FF,L01FF13,L01FF13,2669406,,
Tossina Botulinica,tossina botulinica,M03AX01,M03AX,M03AX,M03AX01,M03AX01,,,
Tossina Botulinica Di Clostridium Botulinum Tipo A,tossina botulinica di clostridium botulinum tipo a,M03AX01,M03AX,M03AX,M03AX01,M03AX01,,,
Tossina Botulinica Di Tipo A,tossina botulinica di tipo a,M03AX01,M03AX,M03AX,M03AX01,M03AX01,,,
Tozinameran,tozinameran,J07BN01,J07BN,J07BN,J07BN01,J07BN01,2468230,,
Trabectedin,trabectedin,L01CX01,L01CX,L01CX,L01CX01,L01CX01,1716278,DDInter1840,1.000000
Trabectedina,trabectedina,L01CX01,L01CX,L01CX,L01CX01,L01CX01,1716278,DDInter1840,0.956522
Tralokinumab,tralokinumab,D11AH07,D11AH,D11AH,D11AH07,D11AH07,2589225,,
Tramadolo Cloridrato,tramadolo,N02AX02,N02AX,N02AX,N02AX02,N02AX02,10689,,
Tramazolina Cloridrato,tramazolina,R01AA09,R01AA,R01AA,R01AA09,R01AA09,38453,,
Trametinib,trametinib,L01EE01,L01EE,L01EE,L01EE01,L01EE01,1425099,DDInter1842,1.000000
Trandolapril,trandolapril,C09AA10,C09AA,C09AA,C09AA10,C09AA10,38454,DDInter1843,1.000000
Trastuzumab,trastuzumab,L01FD01,L01FD,L01FD,L01FD01,L01FD01,224905,DDInter1846,1.000000
Trastuzumab Deruxtecan,trastuzumab deruxtecan,L01FD04,L01FD,L01FD,L01FD04,L01FD04,2267582,DDInter1847,1.000000
Trastuzumab Emtansine,trastuzumab emtansine,L01FD03,L01FD,L01FD,L01FD03,L01FD03,1371041,DDInter1848,1.000000
Travoprost,travoprost,S01EE04,S01EE,S01EE,S01EE04,S01EE04,283809,DDInter1849,1.000000
Trazodone,trazodone,N06AX05,N06AX,N06AX,N06AX05,N06AX05,10737,DDInter1851,1.000000
Tremelimumab,tremelimumab,L01FX20,L01FX,L01FX,L01FX20,L01FX20,2619313,,
Treosulfan,treosulfan,L01AB02,L01AB,L01AB,L01AB02,L01AB02,38508,,
Treprostinil Sodio,treprostinil,B01AC21,B01AC,B01AC,B01AC21,B01AC21,343048,DDInter1852,1.000000
Tretinoina,tretinoina,D10AD01,,D10AD|L01XF,,D10AD01|L01XF01,10753,,
Triamcinolone Acetonide,triamcinolone acetonide,H02AB08,,H02AB|R01AD|S01BA,,H02AB08|R01AD11|S01BA05,10761,,
Triazolam,triazolam,N05CD05,N05CD,N05CD,N05CD05,N05CD05,10767,DDInter1860,1.000000
Trientina,trientina,A16AX12,A16AX,A16AX,A16AX12,A16AX12,10798,,
Trientina Diidrocloruro,trientina diidrocloruro,A16AX12,A16AX,A16AX,A16AX12,A16AX12,10798,,
Triesifenidile Cloridrato,triesifenidile,N04AA01,N04AA,N04AA,N04AA01,N04AA01,,,
Trifarotene,trifarotene,D10AD06,D10AD,D10AD,D10AD06,D10AD06,2205637,DDInter1865,1.000000
Trifluoperazina,trifluoperazina,N05AB06,N05AB,N05AB,N05AB06,N05AB06,10800,,
Triiodotironina T3,triiodotironina t3,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Trillium Pendulum,trillium pendulum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Trimebutina,trimebutina,A03AA05,A03AA,A03AA,A03AA05,A03AA05,10819,,
Trimetazidina Dicloridrato,trimetazidina,C01EB15,C01EB,C01EB,C01EB15,C01EB15,10826,,
Trimipramina,trimipramina,N06AA06,N06AA,N06AA,N06AA06,N06AA06,10834,,
Triossido Di Arsenico,triossido di arsenico,L01XX27,L01XX,L01XX,L01XX27,L01XX27,,,
Triptorelina,triptorelina,L02AE04,L02AE,L02AE,L02AE04,L02AE04,38782,DDInter1880,0.956522
Triptorelina Embonato,triptorelina embonato,L02AE04,L02AE,L02AE,L02AE04,L02AE04,38782,,
Citrato Trisodico Biidrato,trisodico,V07AC,V07AC,V07AC,,V07AC|B05,,,
Triticum Vulgare Pianta Intera (Triticum Vulgare) Estratto Acquoso,triticum vulgare pianta intera (triticum vulgare) estratto acquoso,G02CX,,D03AX|G02CX,,G02CX|D03AX,,,
Trometamolo,trometamolo,B05BB03,B05BB,B05BB,B05BB03,B05BB03,10865,,
Tropicamide,tropicamide,S01FA06,S01FA,S01FA,S01FA06,S01FA06,10869,DDInter1885,1.000000
Trospio Cloruro,trospio cloruro,G04BD09,G04BD,G04BD,G04BD09,G04BD09,236778,,
Trospium Cloruro,trospium cloruro,G04BD09,G04BD,G04BD,G04BD09,G04BD09,236778,,
Troxerutina,troxerutina,C05CA04,C05CA,C05CA,C05CA04,C05CA04,38893,,
Tubercolinum,tubercolinum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Tucatinib,tucatinib,L01EH03,L01EH,L01EH,L01EH03,L01EH03,2361285,DDInter1891,1.000000
Ubidecarenone,ubidecarenone,C01EB09,C01EB,C01EB,C01EB09,C01EB09,21406,,
Ublituximab,ublituximab,L04AG14,L04AG,L04AG,L04AG14,L04AG14,2626349,,
Ulipristal,ulipristal,G03AD02,,G03AD|G03XB,,G03AD02|G03XB02,1005921,DDInter1897,1.000000
Umeclidinio,umeclidinio,R03BB07,R03BB,R03BB,R03BB07,R03BB07,1487514,,
Umeclidino Bromuro,umeclidino,R03BB07,R03BB,R03BB,R03BB07,R03BB07,1487514,,
Upadacitinib,upadacitinib,L04AF03,L04AF,L04AF,L04AF03,L04AF03,2196092,DDInter1901,1.000000
Urapidil,urapidil,C02CA06,C02CA,C02CA,C02CA06,C02CA06,39230,,
Urea 13C,urea 13c,V04CX05,V04CX,V04CX,,V04CX05|V04CX,226724,,
Urea C Tredici,urea c tredici,V04CX05,V04CX,V04CX,V04CX05,V04CX05,226724,,
Urochinasi,urochinasi,B01AD04,B01AD,B01AD,B01AD04,B01AD04,11055,,
Urofollitropina,urofollitropina,G03GA04,G03GA,G03GA,G03GA04,G03GA04,134404,DDInter1904,0.965517
Urtica Dioica,urtica dioica,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Urtica Urens,urtica urens,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Ustekinumab,ustekinumab,L04AC05,L04AC,L04AC,L04AC05,L04AC05,847083,DDInter1907,1.000000
Ustilago Maidis,ustilago maidis,V03AX,V03AX,V03AX,V03AX,V03AX,,,
"Vaccino (Adsorbito) Difterico, Tetanico, Pertossico (Componente Acellulare)","vaccino (adsorbito) difterico, tetanico, pertossico (componente acellulare)",J07AJ52,J07AJ,J07AJ,J07AJ52,J07AJ52,,,
"Vaccino (Adsorbito) Difterico, Tetanico, Pertossico (Componente Acellulare) E Poliomielitico (Inattivato)","vaccino (adsorbito) difterico, tetanico, pertossico (componente acellulare) e poliomielitico (inattivato)",J07CA02,J07CA,J07CA,J07CA02,J07CA02,,,
Vaccino A Mrna Anti-Covid-19,vaccino a mrna anti-covid-19,J07BN01,J07BN,J07BN,J07BN01,J07BN01,2470232,,
Vaccino A Mrna Anti-Influenzale E Anti-Covid-19,vaccino a mrna anti-influenzale e anti-covid-19,J07B,,,J07B,J07B,,,
Vaccino Anti-Difterico. Pertosse. Tetanico E Anti-Epatite B,vaccino anti-difterico. pertosse. tetanico e anti-epatite b,J07CA09,J07CA,J07CA,J07CA09,J07CA09,,,
"Vaccino Anticolerico (Vivo, Ricombinante, Orale)","vaccino anticolerico (vivo, ricombinante, orale)",J07AE02,J07AE,J07AE,J07AE02,J07AE02,,,
"Vaccino Anticovid-19 (Ricombinante, Adiuvato)","vaccino anticovid-19 (ricombinante, adiuvato)",J07BN04,J07BN,J07BN,,J07BN04|J07BN,,,
Vaccino Antiepatite A,vaccino antiepatite a,J07BC02,J07BC,J07BC,J07BC02,J07BC02,,,
Vaccino Antiinfluenzale**,vaccino antiinfluenzale**,J07BB02,J07BB,J07BB,J07BB02,J07BB02,,,
"Vaccino Antinfluenzale (Antigene Di Superficie, Inattivato, Adiuvato)","vaccino antinfluenzale (antigene di superficie, inattivato, adiuvato)",J07BB02,J07BB,J07BB,J07BB02,J07BB02,,,
"Vaccino Antinfluenzale (Vivo Attenuato, Nasale)","vaccino antinfluenzale (vivo attenuato, nasale)",J07BB03,J07BB,J07BB,J07BB03,J07BB03,,,
"Vaccino Antinfluenzale Quadrivalente (Ricombinante, Preparato In Coltura Cellulare)","vaccino antinfluenzale quadrivalente (ricombinante, preparato in coltura cellulare)",J07BB02,J07BB,J07BB,J07BB02,J07BB02,,,
"Vaccino Antinfluenzale Trivalente (Ricombinante, Preparato In Coltura Cellulare)","vaccino antinfluenzale trivalente (ricombinante, preparato in coltura cellulare)",J07BB02,J07BB,J07BB,J07BB02,J07BB02,,,
"Vaccino Antinfluenzale Trivalente (Virione Split, Inattivato)","vaccino antinfluenzale trivalente (virione split, inattivato)",J07BB02,J07BB,J07BB,J07BB02,J07BB02,,,
Vaccino Antivaiolo E Antivaiolo Delle Scimmie (Virus Vaccinico Vivo Ankara Modificato),vaccino antivaiolo e antivaiolo delle scimmie (virus vaccinico vivo ankara modificato),J07BX01,J07BX,J07BX,J07BX01,J07BX01,,,
Vaccino Colerico,vaccino colerico,J07AE01,J07AE,J07AE,J07AE01,J07AE01,,,
"Vaccino Coniugato Meningococcico Gruppo A,C,W,Y","vaccino coniugato meningococcico gruppo a,c,w,y",J07AH08,J07AH,J07AH,J07AH08,J07AH08,,,
"Vaccino Contro Il Virus Ebola Zaire (Rvsv&#916,G Zebov Gp1,2 Vivo Attenuato)","vaccino contro il virus ebola zaire (rvsv&#916,g zebov gp1,2 vivo attenuato)",J07BX02,J07BX,J07BX,J07BX02,J07BX02,,,
"Vaccino Contro La Chikungunya (Ricombinante, Adsorbito)","vaccino contro la chikungunya (ricombinante, adsorbito)",J07X,,,J07X,J07X,,,
Vaccino Contro La Chikungunya (Vivo),vaccino contro la chikungunya (vivo),J07BX,J07BX,J07BX,J07BX,J07BX,,,
"Vaccino Contro La Pertosse (Ricombinante, Componente Acellulare, Adsorbito)","vaccino contro la pertosse (ricombinante, componente acellulare, adsorbito)",J07AJ02,J07AJ,J07AJ,J07AJ02,J07AJ02,,,
Vaccino Del Tifo Vivo Attenuato,vaccino del tifo vivo attenuato,J07AP01,J07AP,J07AP,J07AP01,J07AP01,,,
Vaccino Dell''Encefalite Giapponese (Inattivato Adsorbito),vaccino dell''encefalite giapponese (inattivato adsorbito),J07BA02,J07BA,J07BA,J07BA02,J07BA02,,,
Vaccino Encefalite Da Zecca Purificato E Inattivato (Ceppo Neudoerlf),vaccino encefalite da zecca purificato e inattivato (ceppo neudoerlf),J07BA01,J07BA,J07BA,J07BA01,J07BA01,,,
Vaccino Epatite B Da Dna Ricombinante,vaccino epatite b da dna ricombinante,J07BC01,J07BC,J07BC,J07BC01,J07BC01,,,
Vaccino Epatitico A,vaccino epatitico a,J07BC02,J07BC,J07BC,J07BC02,J07BC02,,,
Vaccino Epatitico B,vaccino epatitico b,J07BC01,J07BC,J07BC,J07BC01,J07BC01,,,
Vaccino Febbre Gialla Vivo,vaccino febbre gialla vivo,J07BL01,J07BL,J07BL,J07BL01,J07BL01,,,
Vaccino Haemophilus Influenzae B Coniugato Con Tossoidetetanico,vaccino haemophilus influenzae b coniugato con tossoidetetanico,J07AG51,J07AG,J07AG,J07AG51,J07AG51,,,
"Vaccino Influenzale Pandemico (H5N1) (Antigene Di Superficie, Inattivato, Adiuvato, Preparato In Colture Cellulari)","vaccino influenzale pandemico (h5n1) (antigene di superficie, inattivato, adiuvato, preparato in colture cellulari)",J07BB02,J07BB,J07BB,J07BB02,J07BB02,,,
